"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"03.07.2020","5,3158","5,3523","5,3807","5,3047","67,23K","-0,82%"
"06.07.2020","5,3562","5,3150","5,3592","5,2609","93,06K","0,76%"
"07.07.2020","5,3790","5,3559","5,4017","5,2880","110,18K","0,43%"
"08.07.2020","5,3422","5,3840","5,3941","5,3178","120,12K","-0,68%"
"09.07.2020","5,3413","5,3450","5,3788","5,2450","135,24K","-0,02%"
"10.07.2020","5,3238","5,3390","5,3946","5,3128","123,63K","-0,33%"
"13.07.2020","5,4040","5,3130","5,4098","5,3105","105,92K","1,51%"
"14.07.2020","5,3674","5,4032","5,4542","5,3306","147,55K","-0,68%"
"15.07.2020","5,3698","5,3096","5,3910","5,2917","111,15K","0,04%"
"16.07.2020","5,3311","5,3697","5,3928","5,3064","105,74K","-0,72%"
"17.07.2020","5,3849","5,3243","5,3923","5,3155","85,14K","1,01%"
"20.07.2020","5,3283","5,3870","5,3913","5,3269","92,53K","-1,05%"
"21.07.2020","5,1713","5,3291","5,3291","5,1647","120,19K","-2,95%"
"22.07.2020","5,1166","5,1707","5,2028","5,0827","108,58K","-1,06%"
"23.07.2020","5,2112","5,1191","5,2262","5,1188","137,93K","1,85%"
"24.07.2020","5,2329","5,2127","5,2533","5,1596","131,85K","0,42%"
"27.07.2020","5,1447","5,2332","5,2332","5,1410","93,03K","-1,69%"
"28.07.2020","5,1533","5,1493","5,2045","5,1346","100,20K","0,17%"
"29.07.2020","5,1692","5,1383","5,1845","5,1145","102,56K","0,31%"
"30.07.2020","5,1534","5,1705","5,2165","5,1435","103,91K","-0,31%"
"31.07.2020","5,2240","5,1541","5,2298","5,1531","100,17K","1,37%"
"03.08.2020","5,3213","5,2223","5,3364","5,2115","90,48K","1,86%"
"04.08.2020","5,2900","5,3205","5,3775","5,2744","104,60K","-0,59%"
"05.08.2020","5,2902","5,2439","5,3204","5,2317","105,88K","0,00%"
"06.08.2020","5,3315","5,2915","5,3721","5,2915","97,53K","0,78%"
"07.08.2020","5,4383","5,3442","5,4394","5,3401","94,66K","2,00%"
"10.08.2020","5,4812","5,4395","5,4907","5,3517","103,33K","0,79%"
"11.08.2020","5,3800","5,4809","5,4822","5,3716","129,16K","-1,85%"
"12.08.2020","5,4333","5,3819","5,4925","5,3819","115,28K","0,99%"
"13.08.2020","5,3690","5,4356","5,4362","5,3490","114,20K","-1,18%"
"14.08.2020","5,4204","5,3699","5,4422","5,3573","108,86K","0,96%"
"17.08.2020","5,5090","5,4410","5,5149","5,4089","96,37K","1,63%"
"18.08.2020","5,4666","5,5098","5,5168","5,4206","97,98K","-0,77%"
"19.08.2020","5,5575","5,4674","5,5619","5,4345","107,21K","1,66%"
"20.08.2020","5,5568","5,5573","5,6733","5,5381","126,75K","-0,01%"
"21.08.2020","5,6192","5,5587","5,6332","5,5554","102,64K","1,12%"
"24.08.2020","5,6100","5,5773","5,6148","5,5589","88,21K","-0,16%"
"25.08.2020","5,5075","5,6112","5,6136","5,5049","102,60K","-1,83%"
"26.08.2020","5,6054","5,5090","5,6342","5,5089","106,65K","1,78%"
"27.08.2020","5,5691","5,6060","5,6223","5,5435","141,64K","-0,65%"
"28.08.2020","5,3881","5,5700","5,5702","5,3855","113,32K","-3,25%"
"31.08.2020","5,4914","5,3850","5,4955","5,3850","99,21K","1,92%"
"01.09.2020","5,3960","5,4927","5,4927","5,3344","110,74K","-1,74%"
"02.09.2020","5,3403","5,3987","5,4309","5,3407","125,49K","-1,03%"
"03.09.2020","5,2914","5,3408","5,3752","5,2722","150,52K","-0,92%"
"04.09.2020","5,3012","5,2901","5,3285","5,2465","145,33K","0,19%"
"07.09.2020","5,2997","5,2997","5,2997","5,2997","","-0,03%"
"08.09.2020","5,3638","5,3608","5,4096","5,3156","147,82K","1,21%"
"09.09.2020","5,3078","5,3615","5,3620","5,2785","103,16K","-1,04%"
"10.09.2020","5,3210","5,3095","5,3325","5,2681","130,50K","0,25%"
"11.09.2020","5,3189","5,3209","5,3495","5,2583","120,76K","-0,04%"
"14.09.2020","5,2706","5,3191","5,3235","5,2613","108,01K","-0,91%"
"15.09.2020","5,2748","5,2698","5,3016","5,2192","126,53K","0,08%"
"16.09.2020","5,2377","5,2762","5,2785","5,2102","136,75K","-0,70%"
"17.09.2020","5,2394","5,2379","5,2924","5,2264","128,05K","0,03%"
"18.09.2020","5,3876","5,2397","5,3988","5,2391","129,11K","2,83%"
"21.09.2020","5,4131","5,4511","5,4979","5,3876","142,42K","0,47%"
"22.09.2020","5,4704","5,4146","5,4967","5,3828","150,16K","1,06%"
"23.09.2020","5,5943","5,4702","5,5991","5,4700","136,86K","2,26%"
"24.09.2020","5,5089","5,5930","5,6243","5,4926","177,56K","-1,53%"
"25.09.2020","5,5624","5,5097","5,5890","5,5097","139,29K","0,97%"
"28.09.2020","5,6627","5,5135","5,6760","5,5127","130,06K","1,80%"
"29.09.2020","5,6344","5,6614","5,6786","5,6061","163,25K","-0,50%"
"30.09.2020","5,6112","5,6352","5,6705","5,5870","183,30K","-0,41%"
"01.10.2020","5,6437","5,6109","5,6652","5,5739","148,01K","0,58%"
"02.10.2020","5,6851","5,6433","5,6929","5,6072","168,04K","0,73%"
"05.10.2020","5,5743","5,6498","5,6774","5,5500","122,12K","-1,95%"
"06.10.2020","5,5930","5,5745","5,6174","5,4830","174,53K","0,34%"
"07.10.2020","5,6097","5,5613","5,6396","5,5507","153,56K","0,30%"
"08.10.2020","5,5987","5,6128","5,6469","5,5761","132,28K","-0,20%"
"09.10.2020","5,5318","5,6000","5,6013","5,5104","116,89K","-1,19%"
"12.10.2020","5,5316","5,5316","5,5316","5,5316","","0,00%"
"13.10.2020","5,5693","5,5263","5,6262","5,5210","131,78K","0,68%"
"14.10.2020","5,5912","5,5729","5,6055","5,5349","127,89K","0,39%"
"15.10.2020","5,6126","5,5958","5,6483","5,5886","144,04K","0,38%"
"16.10.2020","5,6428","5,6097","5,6549","5,5975","104,67K","0,54%"
"19.10.2020","5,6069","5,6463","5,6503","5,5665","123,91K","-0,64%"
"20.10.2020","5,6054","5,6103","5,6267","5,5472","130,23K","-0,03%"
"21.10.2020","5,6066","5,6058","5,6294","5,5707","130,39K","0,02%"
"22.10.2020","5,5893","5,6088","5,6264","5,5627","118,23K","-0,31%"
"23.10.2020","5,6175","5,5929","5,6354","5,5651","103,42K","0,50%"
"26.10.2020","5,6229","5,6551","5,6638","5,6100","119,59K","0,10%"
"27.10.2020","5,7055","5,6243","5,7127","5,5986","102,77K","1,47%"
"28.10.2020","5,7457","5,7060","5,7927","5,7017","200,63K","0,70%"
"29.10.2020","5,7790","5,7466","5,7923","5,7439","151,21K","0,58%"
"30.10.2020","5,7446","5,7781","5,8084","5,7217","169,76K","-0,60%"
"02.11.2020","5,7425","5,7430","5,7430","5,7430","","-0,04%"
"03.11.2020","5,7560","5,6964","5,7667","5,6487","107,43K","0,24%"
"04.11.2020","5,6635","5,7565","5,7655","5,6434","134,76K","-1,61%"
"05.11.2020","5,5250","5,6129","5,6310","5,5223","146,37K","-2,45%"
"06.11.2020","5,3647","5,5255","5,5742","5,3586","166,00K","-2,90%"
"09.11.2020","5,3858","5,2746","5,4260","5,2235","202,44K","0,39%"
"10.11.2020","5,4147","5,3737","5,4190","5,3345","192,18K","0,54%"
"11.11.2020","5,3910","5,4180","5,4571","5,3738","121,57K","-0,44%"
"12.11.2020","5,4581","5,4160","5,4904","5,3526","138,19K","1,24%"
"13.11.2020","5,4582","5,4580","5,5264","5,4497","122,14K","0,00%"
"16.11.2020","5,4152","5,4148","5,4584","5,3636","133,56K","-0,79%"
"17.11.2020","5,3281","5,4165","5,4233","5,3221","120,52K","-1,61%"
"18.11.2020","5,3629","5,3285","5,3725","5,2740","126,97K","0,65%"
"19.11.2020","5,3054","5,3633","5,3805","5,2972","112,58K","-1,07%"
"20.11.2020","5,3797","5,2913","5,3959","5,2847","99,71K","1,40%"
"23.11.2020","5,4390","5,3780","5,4507","5,3387","119,52K","1,10%"
"24.11.2020","5,3736","5,4409","5,4450","5,3703","91,58K","-1,20%"
"25.11.2020","5,3237","5,3740","5,3956","5,3037","100,20K","-0,93%"
"26.11.2020","5,3365","5,3198","5,3584","5,2955","48,26K","0,24%"
"27.11.2020","5,3438","5,3360","5,3801","5,3195","69,73K","0,14%"
"30.11.2020","5,3319","5,2906","5,3971","5,2737","121,58K","-0,22%"
"01.12.2020","5,2061","5,3158","5,3301","5,2031","122,34K","-2,36%"
"02.12.2020","5,2175","5,2252","5,2554","5,2059","103,51K","0,22%"
"03.12.2020","5,1515","5,2178","5,2310","5,1209","117,93K","-1,26%"
"04.12.2020","5,1557","5,1540","5,1846","5,1164","106,16K","0,08%"
"07.12.2020","5,0990","5,1597","5,1701","5,0570","111,66K","-1,10%"
"08.12.2020","5,1202","5,1000","5,1392","5,0627","118,78K","0,42%"
"09.12.2020","5,1708","5,1206","5,1981","5,0868","132,36K","0,99%"
"10.12.2020","5,0256","5,1109","5,1328","5,0143","138,49K","-2,81%"
"11.12.2020","5,0656","5,0438","5,0886","5,0288","117,43K","0,80%"
"14.12.2020","5,1189","5,0383","5,1307","5,0100","113,97K","1,05%"
"15.12.2020","5,0842","5,1145","5,1248","5,0761","103,74K","-0,68%"
"16.12.2020","5,0838","5,0823","5,1440","5,0645","126,86K","-0,01%"
"17.12.2020","5,0582","5,0601","5,0890","5,0421","106,34K","-0,50%"
"18.12.2020","5,1022","5,0592","5,1177","5,0592","136,13K","0,87%"
"21.12.2020","5,1222","5,2012","5,2250","5,1122","134,51K","0,39%"
"22.12.2020","5,1597","5,1220","5,1731","5,1094","135,36K","0,73%"
"23.12.2020","5,2164","5,1604","5,2215","5,1287","118,18K","1,10%"
"24.12.2020","5,2165","5,2168","5,2168","5,2168","","0,00%"
"25.12.2020","5,2167","5,2167","5,2167","5,2167","","0,00%"
"28.12.2020","5,2461","5,1784","5,3124","5,1639","101,12K","0,56%"
"29.12.2020","5,2099","5,2460","5,2473","5,1645","105,57K","-0,69%"
"30.12.2020","5,1937","5,2051","5,2361","5,1519","88,73K","-0,31%"
"31.12.2020","5,1940","5,1940","5,1940","5,1940","","0,01%"
"01.01.2021","5,1940","5,1940","5,1940","5,1940","","0,00%"
"04.01.2021","5,2968","5,1351","5,2972","5,1197","163,79K","1,98%"
"05.01.2021","5,2854","5,2955","5,3547","5,2515","179,01K","-0,22%"
"06.01.2021","5,3139","5,2863","5,3597","5,2318","225,65K","0,54%"
"07.01.2021","5,4101","5,3169","5,4187","5,2989","169,63K","1,81%"
"08.01.2021","5,4178","5,4108","5,4408","5,3208","191,81K","0,14%"
"11.01.2021","5,4890","5,4666","5,5166","5,4491","154,34K","1,31%"
"12.01.2021","5,3226","5,4893","5,4942","5,3116","156,05K","-3,03%"
"13.01.2021","5,2990","5,3233","5,3550","5,2702","179,94K","-0,44%"
"14.01.2021","5,1967","5,2991","5,3034","5,1910","160,39K","-1,93%"
"15.01.2021","5,2927","5,1971","5,3108","5,1971","126,16K","1,85%"
"18.01.2021","5,2957","5,3025","5,3229","5,2355","74,51K","0,06%"
"19.01.2021","5,3578","5,2691","5,3685","5,2420","128,83K","1,17%"
"20.01.2021","5,2917","5,3589","5,3589","5,2823","104,34K","-1,23%"
"21.01.2021","5,3506","5,2544","5,4006","5,2314","123,90K","1,11%"
"22.01.2021","5,4666","5,3547","5,4875","5,3547","117,18K","2,17%"
"25.01.2021","5,4665","5,4670","5,4670","5,4670","","0,00%"
"26.01.2021","5,3552","5,4711","5,4783","5,3119","134,58K","-2,04%"
"27.01.2021","5,4138","5,3556","5,4205","5,3491","202,31K","1,09%"
"28.01.2021","5,4410","5,4250","5,4604","5,3898","187,81K","0,50%"
"29.01.2021","5,4625","5,4390","5,5061","5,4189","185,91K","0,40%"
"01.02.2021","5,4322","5,4663","5,4863","5,4205","121,40K","-0,55%"
"02.02.2021","5,3680","5,4326","5,4326","5,3425","138,24K","-1,18%"
"03.02.2021","5,3534","5,3663","5,3945","5,3201","127,33K","-0,27%"
"04.02.2021","5,4266","5,3552","5,4571","5,3544","124,01K","1,37%"
"05.02.2021","5,3704","5,4270","5,4562","5,3436","114,36K","-1,04%"
"08.02.2021","5,3657","5,4040","5,4208","5,3042","131,74K","-0,09%"
"09.02.2021","5,3781","5,3660","5,4478","5,3535","129,78K","0,23%"
"10.02.2021","5,3860","5,3790","5,4378","5,3485","149,78K","0,15%"
"11.02.2021","5,3665","5,3882","5,4118","5,3330","145,59K","-0,36%"
"12.02.2021","5,3698","5,3953","5,4127","5,3542","116,06K","0,06%"
"15.02.2021","5,3701","5,3701","5,3701","5,3701","","0,01%"
"16.02.2021","5,3695","5,3685","5,3707","5,3685","0,00K","-0,01%"
"17.02.2021","5,4105","5,3707","5,4331","5,3707","65,79K","0,76%"
"18.02.2021","5,4270","5,3877","5,4535","5,3854","128,84K","0,30%"
"19.02.2021","5,3823","5,4267","5,4706","5,3670","130,38K","-0,82%"
"22.02.2021","5,4659","5,5128","5,5342","5,4296","151,54K","1,55%"
"23.02.2021","5,4409","5,4692","5,4843","5,4075","201,79K","-0,46%"
"24.02.2021","5,4062","5,4409","5,4454","5,3895","136,10K","-0,64%"
"25.02.2021","5,5308","5,4450","5,5390","5,4173","183,87K","2,30%"
"26.02.2021","5,5986","5,5340","5,6093","5,4905","168,11K","1,23%"
"01.03.2021","5,6418","5,5870","5,6427","5,5553","125,05K","0,77%"
"02.03.2021","5,6761","5,6421","5,7340","5,6386","132,60K","0,61%"
"03.03.2021","5,6193","5,6872","5,7729","5,5806","183,71K","-1,00%"
"04.03.2021","5,6693","5,5700","5,6852","5,5438","185,24K","0,89%"
"05.03.2021","5,6908","5,6697","5,7232","5,6517","200,72K","0,38%"
"08.03.2021","5,8755","5,6898","5,8769","5,6898","206,04K","3,25%"
"09.03.2021","5,8025","5,8753","5,8787","5,7675","186,79K","-1,24%"
"10.03.2021","5,6720","5,7902","5,8144","5,6443","180,37K","-2,25%"
"11.03.2021","5,5357","5,6078","5,6215","5,5257","133,82K","-2,40%"
"12.03.2021","5,5518","5,5362","5,5873","5,5324","109,58K","0,29%"
"15.03.2021","5,6156","5,5501","5,6568","5,5310","131,95K","1,15%"
"16.03.2021","5,6246","5,6252","5,6344","5,5574","128,71K","0,16%"
"17.03.2021","5,5832","5,6249","5,6827","5,5688","156,81K","-0,74%"
"18.03.2021","5,5604","5,5860","5,5860","5,4763","139,47K","-0,41%"
"19.03.2021","5,4917","5,5609","5,5640","5,4482","143,97K","-1,24%"
"22.03.2021","5,5045","5,5087","5,5483","5,4936","103,85K","0,23%"
"23.03.2021","5,5214","5,5045","5,5509","5,4640","132,80K","0,31%"
"24.03.2021","5,6209","5,5216","5,6432","5,4891","153,97K","1,80%"
"25.03.2021","5,6475","5,6213","5,6821","5,6174","182,57K","0,47%"
"26.03.2021","5,7566","5,6473","5,7589","5,6448","122,43K","1,93%"
"29.03.2021","5,7799","5,7550","5,8069","5,7359","135,47K","0,40%"
"30.03.2021","5,7745","5,7824","5,8034","5,7200","120,72K","-0,09%"
"31.03.2021","5,6315","5,7740","5,7768","5,6214","99,02K","-2,48%"
"01.04.2021","5,7071","5,6330","5,7276","5,6080","77,22K","1,34%"
"02.04.2021","5,7075","5,7080","5,7080","5,7080","","0,01%"
"05.04.2021","5,6632","5,7100","5,7101","5,6323","102,60K","-0,78%"
"06.04.2021","5,5904","5,6642","5,6698","5,5742","105,80K","-1,29%"
"07.04.2021","5,6143","5,5904","5,6550","5,5474","121,65K","0,43%"
"08.04.2021","5,5720","5,6136","5,6174","5,5381","118,68K","-0,75%"
"09.04.2021","5,6821","5,5682","5,6852","5,5665","95,99K","1,98%"
"12.04.2021","5,7333","5,6822","5,7425","5,6300","106,38K","0,90%"
"13.04.2021","5,7166","5,7340","5,7562","5,6629","130,08K","-0,29%"
"14.04.2021","5,6526","5,7180","5,7359","5,6452","137,43K","-1,12%"
"15.04.2021","5,6162","5,6540","5,6603","5,5951","126,64K","-0,64%"
"16.04.2021","5,5883","5,6142","5,6781","5,5658","128,32K","-0,50%"
"19.04.2021","5,5461","5,5873","5,6224","5,5262","143,03K","-0,76%"
"20.04.2021","5,5687","5,5461","5,5883","5,5022","141,46K","0,41%"
"21.04.2021","5,5690","5,5692","5,5695","5,5692","0,00K","0,01%"
"22.04.2021","5,4448","5,5669","5,5669","5,4373","170,09K","-2,23%"
"23.04.2021","5,4751","5,4446","5,5240","5,4239","135,51K","0,56%"
"26.04.2021","5,4364","5,4757","5,4904","5,4318","127,29K","-0,71%"
"27.04.2021","5,4490","5,4366","5,4673","5,4097","139,03K","0,23%"
"28.04.2021","5,3430","5,4526","5,4561","5,3429","150,99K","-1,95%"
"29.04.2021","5,3375","5,3428","5,3798","5,3274","130,19K","-0,10%"
"30.04.2021","5,4366","5,3383","5,4489","5,3351","138,67K","1,86%"
"03.05.2021","5,4420","5,4360","5,4561","5,3727","119,13K","0,10%"
"04.05.2021","5,4435","5,4398","5,4843","5,4113","124,90K","0,03%"
"05.05.2021","5,3542","5,4455","5,4478","5,3512","122,08K","-1,64%"
"06.05.2021","5,2760","5,3573","5,3752","5,2567","138,96K","-1,46%"
"07.05.2021","5,2368","5,2768","5,2952","5,2025","128,10K","-0,74%"
"10.05.2021","5,2272","5,2340","5,2526","5,1964","122,87K","-0,18%"
"11.05.2021","5,2208","5,2273","5,2823","5,2031","143,00K","-0,12%"
"12.05.2021","5,3061","5,2227","5,3198","5,2105","162,59K","1,63%"
"13.05.2021","5,3090","5,3043","5,3331","5,2519","159,84K","0,05%"
"14.05.2021","5,2728","5,3090","5,3090","5,2442","119,09K","-0,68%"
"17.05.2021","5,2729","5,2725","5,3205","5,2442","126,95K","0,00%"
"18.05.2021","5,2605","5,2754","5,2814","5,2298","124,01K","-0,24%"
"19.05.2021","5,3094","5,2608","5,3261","5,2586","157,46K","0,93%"
"20.05.2021","5,2825","5,3098","5,3109","5,2698","113,45K","-0,51%"
"21.05.2021","5,3617","5,2843","5,3710","5,2703","117,38K","1,50%"
"24.05.2021","5,3175","5,3664","5,3746","5,3095","94,87K","-0,82%"
"25.05.2021","5,3312","5,3204","5,3474","5,2941","110,56K","0,26%"
"26.05.2021","5,3115","5,3289","5,3435","5,2867","99,80K","-0,37%"
"27.05.2021","5,2383","5,3120","5,3133","5,2346","130,09K","-1,38%"
"28.05.2021","5,2244","5,2400","5,2664","5,2088","50,56K","-0,27%"
"31.05.2021","5,2172","5,2228","5,2632","5,1982","69,48K","-0,14%"
"01.06.2021","5,1509","5,2210","5,2212","5,1399","103,78K","-1,27%"
"02.06.2021","5,0754","5,1515","5,1754","5,0671","114,79K","-1,47%"
"03.06.2021","5,0775","5,0786","5,0786","5,0780","0,02K","0,04%"
"04.06.2021","5,0495","5,1135","5,1154","5,0320","111,35K","-0,55%"
"07.06.2021","5,0451","5,0466","5,0703","5,0172","101,83K","-0,09%"
"08.06.2021","5,0325","5,0468","5,0689","5,0205","101,33K","-0,25%"
"09.06.2021","5,0621","5,0363","5,0863","5,0181","112,00K","0,59%"
"10.06.2021","5,0552","5,0650","5,0922","5,0323","128,46K","-0,14%"
"11.06.2021","5,1171","5,0590","5,1395","5,0530","109,84K","1,22%"
"14.06.2021","5,0601","5,1153","5,1190","5,0539","90,90K","-1,11%"
"15.06.2021","5,0437","5,0601","5,1052","5,0378","115,38K","-0,32%"
"16.06.2021","5,0545","5,0436","5,0821","4,9921","157,86K","0,21%"
"17.06.2021","5,0059","5,0587","5,0760","5,0068","145,85K","-0,96%"
"18.06.2021","5,0894","5,0077","5,1100","4,9815","173,66K","1,67%"
"21.06.2021","5,0130","5,0753","5,0824","5,0129","75,28K","-1,50%"
"22.06.2021","4,9574","5,0143","5,0459","4,9569","79,06K","-1,11%"
"23.06.2021","4,9667","4,9577","4,9802","4,9373","87,44K","0,19%"
"24.06.2021","4,9137","4,9671","4,9720","4,8977","80,80K","-1,07%"
"25.06.2021","4,9335","4,9143","4,9750","4,8929","78,08K","0,40%"
"28.06.2021","4,9244","4,9307","4,9724","4,9171","75,97K","-0,18%"
"29.06.2021","4,9559","4,9325","4,9714","4,9209","69,87K","0,64%"
"30.06.2021","4,9686","4,9566","5,0241","4,9527","82,78K","0,26%"
"01.07.2021","5,0476","4,9705","5,0557","4,9467","96,93K","1,59%"
"02.07.2021","5,0575","5,0507","5,0745","4,9875","79,12K","0,20%"
"05.07.2021","5,0910","5,0551","5,1007","5,0459","58,17K","0,66%"
"06.07.2021","5,1969","5,0968","5,2175","5,0753","89,93K","2,08%"
"07.07.2021","5,2315","5,1969","5,2815","5,1696","99,80K","0,67%"
"08.07.2021","5,2579","5,2315","5,3145","5,2186","108,74K","0,50%"
"09.07.2021","5,2597","5,2597","5,2597","5,2597","","0,03%"
"12.07.2021","5,1730","5,2586","5,2850","5,1630","78,48K","-1,65%"
"13.07.2021","5,1622","5,1747","5,2232","5,1479","97,98K","-0,21%"
"14.07.2021","5,0706","5,1638","5,1656","5,0666","98,52K","-1,77%"
"15.07.2021","5,1100","5,0715","5,1389","5,0530","102,67K","0,78%"
"16.07.2021","5,1147","5,1129","5,1281","5,0742","100,78K","0,09%"
"19.07.2021","5,2519","5,1185","5,2591","5,1185","121,33K","2,68%"
"20.07.2021","5,2205","5,2526","5,2950","5,2017","102,82K","-0,60%"
"21.07.2021","5,1874","5,2413","5,2782","5,1806","97,75K","-0,63%"
"22.07.2021","5,2003","5,1887","5,2249","5,1670","98,02K","0,25%"
"23.07.2021","5,2006","5,1858","5,2332","5,1583","97,04K","0,01%"
"26.07.2021","5,1761","5,2051","5,2304","5,1516","68,85K","-0,47%"
"27.07.2021","5,1690","5,1769","5,2061","5,1486","92,09K","-0,14%"
"28.07.2021","5,1157","5,1710","5,1926","5,1040","112,11K","-1,03%"
"29.07.2021","5,0812","5,1165","5,1165","5,0406","92,46K","-0,67%"
"30.07.2021","5,2123","5,0773","5,2287","5,0754","89,74K","2,58%"
"02.08.2021","5,1747","5,2158","5,2193","5,1136","101,53K","-0,72%"
"03.08.2021","5,1967","5,1708","5,2750","5,1651","113,38K","0,43%"
"04.08.2021","5,1685","5,1975","5,2463","5,1649","91,69K","-0,54%"
"05.08.2021","5,2488","5,1700","5,2586","5,1101","117,07K","1,55%"
"06.08.2021","5,2301","5,2467","5,2757","5,2049","111,19K","-0,36%"
"09.08.2021","5,2331","5,2325","5,2993","5,2146","107,42K","0,06%"
"10.08.2021","5,1895","5,2334","5,2631","5,1847","107,03K","-0,83%"
"11.08.2021","5,2185","5,1898","5,2347","5,1636","101,17K","0,56%"
"12.08.2021","5,2524","5,2193","5,2618","5,2089","95,19K","0,65%"
"13.08.2021","5,2466","5,2532","5,2816","5,2198","87,19K","-0,11%"
"16.08.2021","5,2595","5,2439","5,2971","5,2285","84,12K","0,25%"
"17.08.2021","5,2948","5,2820","5,3046","5,2358","106,12K","0,67%"
"18.08.2021","5,3794","5,2839","5,3974","5,2625","112,94K","1,60%"
"19.08.2021","5,4142","5,4187","5,4560","5,3795","136,01K","0,65%"
"20.08.2021","5,3770","5,4155","5,4757","5,3656","105,85K","-0,69%"
"23.08.2021","5,3802","5,3795","5,4023","5,3440","85,95K","0,06%"
"24.08.2021","5,2463","5,3801","5,3828","5,2452","86,62K","-2,49%"
"25.08.2021","5,2117","5,2482","5,2709","5,2058","88,43K","-0,66%"
"26.08.2021","5,2522","5,2097","5,2676","5,2097","92,89K","0,78%"
"27.08.2021","5,1996","5,2577","5,2615","5,1869","86,03K","-1,00%"
"30.08.2021","5,1840","5,1999","5,2266","5,1817","78,41K","-0,30%"
"31.08.2021","5,1492","5,1845","5,1973","5,1154","78,31K","-0,67%"
"01.09.2021","5,1858","5,1694","5,1984","5,1417","89,93K","0,71%"
"02.09.2021","5,1819","5,1864","5,2013","5,1420","71,24K","-0,08%"
"03.09.2021","5,1908","5,1830","5,2017","5,1310","89,28K","0,17%"
"06.09.2021","5,1693","5,1920","5,2126","5,1547","46,65K","-0,41%"
"07.09.2021","5,1692","5,1705","5,1708","5,1704","","0,00%"
"08.09.2021","5,3214","5,2016","5,3344","5,1955","79,55K","2,94%"
"09.09.2021","5,1976","5,3252","5,3347","5,1930","125,46K","-2,33%"
"10.09.2021","5,2454","5,1677","5,2712","5,1637","90,68K","0,92%"
"13.09.2021","5,2144","5,2490","5,2659","5,2008","107,23K","-0,59%"
"14.09.2021","5,2398","5,2393","5,2642","5,1980","101,04K","0,49%"
"15.09.2021","5,2219","5,2408","5,2722","5,2148","76,31K","-0,34%"
"16.09.2021","5,2535","5,2375","5,2801","5,2315","81,48K","0,61%"
"17.09.2021","5,2883","5,2568","5,3472","5,2509","84,53K","0,66%"
"20.09.2021","5,3240","5,2851","5,3779","5,2849","112,77K","0,68%"
"21.09.2021","5,2699","5,3252","5,3374","5,2626","109,07K","-1,02%"
"22.09.2021","5,2888","5,2706","5,3191","5,2495","110,07K","0,36%"
"23.09.2021","5,3030","5,2618","5,3124","5,2561","83,22K","0,27%"
"24.09.2021","5,3344","5,3039","5,3549","5,3023","72,83K","0,59%"
"27.09.2021","5,3914","5,3384","5,3945","5,3067","87,73K","1,07%"
"28.09.2021","5,4293","5,3920","5,4521","5,3863","107,57K","0,70%"
"29.09.2021","5,4152","5,4292","5,4471","5,3913","110,85K","-0,26%"
"30.09.2021","5,4428","5,4120","5,4767","5,3668","136,06K","0,51%"
"01.10.2021","5,3628","5,4432","5,4432","5,3527","77,20K","-1,47%"
"04.10.2021","5,4535","5,3614","5,4593","5,3614","103,70K","1,69%"
"05.10.2021","5,4748","5,4546","5,4879","5,4240","95,97K","0,39%"
"06.10.2021","5,4912","5,4770","5,5381","5,4755","124,78K","0,30%"
"07.10.2021","5,5188","5,4937","5,5295","5,4667","98,04K","0,50%"
"08.10.2021","5,5082","5,5187","5,5324","5,4768","105,08K","-0,19%"
"11.10.2021","5,5367","5,5073","5,5445","5,4946","80,33K","0,52%"
"12.10.2021","5,5325","5,5370","5,5372","5,5328","0,01K","-0,08%"
"13.10.2021","5,5133","5,5368","5,5737","5,4988","103,23K","-0,35%"
"14.10.2021","5,5132","5,5139","5,5308","5,4670","85,68K","0,00%"
"15.10.2021","5,4611","5,5139","5,5139","5,4337","75,82K","-0,94%"
"18.10.2021","5,5117","5,4576","5,5434","5,4576","78,21K","0,93%"
"19.10.2021","5,5844","5,5128","5,6125","5,5128","103,45K","1,32%"
"20.10.2021","5,5975","5,5851","5,6026","5,5198","116,34K","0,23%"
"21.10.2021","5,6577","5,5987","5,6907","5,5979","114,69K","1,08%"
"22.10.2021","5,6474","5,6584","5,7547","5,6214","106,51K","-0,18%"
"25.10.2021","5,5563","5,6533","5,6587","5,5367","82,92K","-1,61%"
"26.10.2021","5,5666","5,5557","5,6068","5,5466","94,28K","0,19%"
"27.10.2021","5,5380","5,5668","5,5924","5,5367","92,77K","-0,51%"
"28.10.2021","5,6464","5,5374","5,6636","5,5367","91,21K","1,96%"
"29.10.2021","5,6372","5,6464","5,6636","5,5972","106,78K","-0,16%"
"01.11.2021","5,6815","5,6221","5,6888","5,6206","76,19K","0,79%"
"02.11.2021","5,6795","5,6849","5,6849","5,6800","","-0,04%"
"03.11.2021","5,5525","5,6807","5,7000","5,5447","117,85K","-2,24%"
"04.11.2021","5,6020","5,5880","5,6281","5,5627","80,61K","0,89%"
"05.11.2021","5,5428","5,5988","5,6075","5,5012","82,66K","-1,06%"
"08.11.2021","5,5440","5,5667","5,5979","5,5328","57,87K","0,02%"
"09.11.2021","5,4804","5,5477","5,5495","5,4559","79,60K","-1,15%"
"10.11.2021","5,4910","5,5010","5,5103","5,4357","81,55K","0,19%"
"11.11.2021","5,3989","5,4945","5,4945","5,3879","60,63K","-1,68%"
